rel	size
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/1. Rain Drop (Major_Minor) - 雨滴音效（大小调通用）/Rain Drop (C).wav	2884594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/1. Rain Drop (Major_Minor) - 雨滴音效（大小调通用）/Rain Drop (D).wav	2884594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/1. Rain Drop (Major_Minor) - 雨滴音效（大小调通用）/Rain Drop (D#_Eb).wav	2884594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/1. Rain Drop (Major_Minor) - 雨滴音效（大小调通用）/Rain Drop (A#_Bb).wav	2884594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/1. Rain Drop (Major_Minor) - 雨滴音效（大小调通用）/Rain Drop (G#_Ab).wav	2884594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/1. Rain Drop (Major_Minor) - 雨滴音效（大小调通用）/Rain Drop (E).wav	2884594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/1. Rain Drop (Major_Minor) - 雨滴音效（大小调通用）/Rain Drop (G).wav	2884594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/1. Rain Drop (Major_Minor) - 雨滴音效（大小调通用）/Rain Drop (A).wav	2884594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/1. Rain Drop (Major_Minor) - 雨滴音效（大小调通用）/Rain Drop (F#_Gb).wav	2884594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/1. Rain Drop (Major_Minor) - 雨滴音效（大小调通用）/Rain Drop (C#_Db).wav	2884594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/1. Rain Drop (Major_Minor) - 雨滴音效（大小调通用）/Rain Drop (B).wav	2884594
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (Am).wav	3533930
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (Dm).wav	3533930
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (Bm).wav	3533932
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (C#m_Dbm).wav	3533930
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (Cm).wav	3533930
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (Fm).wav	3533932
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (G#m_Abm).wav	3533932
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (Em).wav	3533932
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (D#m_Ebm).wav	3533932
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (F#m_Gbm).wav	3533930
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (A#m_Bbm).wav	3533930
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/15. Thunderstorm (Minor) - 雷雨环境音效（小调）/Thunderstorm (Gm).wav	3533932
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (B).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (A#_Bb).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (F#_Gb).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (D#_Eb).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (A).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (F).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (G).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (G#_Ab).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (C#_Db).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (D).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (E).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/7. Violin Abrupt Low (Major_Minor) - 短促低音小提琴（大小调通用）/Violin Abrupt Low (C).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (D#m_Ebm).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (F#m_Gbm).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (Cm).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (Bm).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (A#m_Bbm).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (Fm).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (Dm).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (G#m_Abm).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (Am).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (C#m_Dbm).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (Em).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/18. Void Sub (Minor) - 虚空低频音色（小调）/Void Sub (Gm).wav	4153444
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (F#m_Gbm).wav	3077322
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (Fm).wav	3077322
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (Am).wav	3077320
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (C#m_Dbm).wav	3077322
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (Dm).wav	3077322
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (Bm).wav	3077322
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (Em).wav	3077322
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (Gm).wav	3077322
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (D#m_Ebm).wav	3077322
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (Cm).wav	3077322
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (A#m_Bbm).wav	3077322
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/16. Vocal Ghostly (Minor) - 幽寂空灵人声（小调）/Vocal Ghostly (G#m_Abm).wav	3077322
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - G#_Ab.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - C#_Db.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - B.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - D.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - F#_Gb.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - D#_Eb.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - C.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - A.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - A#_Bb.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - E.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - G.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/13. Bass Drop (Major_Minor) - 低音冲击音色（大小调通用）/Bass Drop - F.wav	2826920
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (A).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (D).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (B).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (A#_Bb).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (G#_Ab).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (G).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (C#_Db).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (D#_Eb).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (F#_Gb).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (C).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (F).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/5. Melodic Hits-旋律打击音色（粘合效果）/6. Violin Abrupt High (Major_Minor) - 尖锐高音小提琴（大小调通用）/Violin Abrupt High (E).wav	1731094
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (E).wav	22302728
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (G#_Ab).wav	22302728
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (C#_Db).wav	22302728
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (D#_Eb).wav	22302728
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (B).wav	22302724
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (A).wav	22302728
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (F#_Gb).wav	22302728
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (F).wav	22302728
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (A#_Bb).wav	22302730
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (D).wav	22302728
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (C).wav	22302728
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/12. String Orchestra (Major) - 弦乐团合奏（大调）/String Orchestra (G).wav	22302730
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (D#m_Ebm).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (Em).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (Bm).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (A#m_Bbm).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (C#m_Dbm).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (Am).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (G#m_Abm).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (F#m_Gbm).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (Fm).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (Dm).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (Gm).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/20. Dune (Minor) - 荒漠沙丘氛围音色（小调）/Dune (Cm).wav	14837738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (D#_Eb).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (F).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (C).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (E).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (F#_Gb).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (B).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (A).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (C#_Db).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (G#_Ab).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (A#_Bb).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (D).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/9. Radiance (Major) - 明亮光辉音色（大调）/Radiance (G).wav	20399586
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/17. Sub Drone (Minor) - 低频持续嗡鸣（小调）/Sub Drone (G#m_Abm).wav	23071738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/17. Sub Drone (Minor) - 低频持续嗡鸣（小调）/Sub Drone (Dm).wav	23071738
Multiply Sound@影采/2.Film Score Collection V2/2. Film Score Collection V2/1. Pads_Drones-氛围铺底音_持续嗡鸣音色（非速度同步）/17. Sub Drone (Minor) - 低频持续嗡鸣（小调）/Sub Drone (A#m_Bbm).wav	23071738
