旧路径	库内现路径	大小	md5	类型
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 07 Ascend.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 07 Ascend.wav	7228192	77ac2e2af03cde8c6f7737abf9044d00	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 08 Intense.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 08 Intense.wav	6212154	80a331cafd4f09a7464aded79129ac49	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 09 The Day Of.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 09 The Day Of.wav	8914376	7b6200e9492356d7fa27f888659a3000	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 10 Super Bright.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 10 Super Bright.wav	14448520	60b0372f557d00c5cab227ff0fbf8885	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 11 The Big Game.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 11 The Big Game.wav	13942042	146305f5acef704ae290a4ef33a7e686	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers - Tube/TB 12 Stadium Pressure.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers - Tube/TB 12 Stadium Pressure.wav	16313818	f5949ab1302262b01a279349d6a66cf3	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/01 Daybreak.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/01 Daybreak.wav	20847372	cbb78a41f6642c37ea8cde626f869546	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/02 Meaning.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/02 Meaning.wav	24417388	7e9885d1a5a616bd947b44f299671868	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/03 Feelings.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/03 Feelings.wav	25405628	b74ac9571c82a541462023ec2a9eca72	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/04 The Approach.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/04 The Approach.wav	11570268	e614bd640bb013563571699b2263286a	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/05 Morning.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/05 Morning.wav	14287932	cec62756ea060f33e6219c5c17f0b1b2	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/06 Grand.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/06 Grand.wav	13281164	f7855b17c7994174ab18c209c5ecd596	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/07 Ascend.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/07 Ascend.wav	7228196	214977fb6160b39a1ac4cb7761d003f6	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/08 Intense.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/08 Intense.wav	6212156	bdab8d6d39711e0d1f015e52dde8f084	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/09 The Day Of.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/09 The Day Of.wav	8914380	f303aef9c6d27809069e36a4fe40be9e	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/10 Super Bright.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/10 Super Bright.wav	14448524	7c9034aa38363ce90d3a2b533ad89d2c	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/11 The Big Game.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/11 The Big Game.wav	13942044	190e56cab046559d55da74a5fc0c57ae	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/01 - Risers/Risers/12 Stadium Pressure.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/01 - Risers/Risers/12 Stadium Pressure.wav	16313820	7a616d39282b23f9eca70b1337b2d086	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 01 Big Moment.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 01 Big Moment.wav	7594956	24cdc06b55239510cc7c7152a8894d61	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 02 Event Horizon.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 02 Event Horizon.wav	7594956	576dff6c61728d1a90d4d2fb50496ef1	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 03 Humble Beginning.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 03 Humble Beginning.wav	7594956	4f768b48b57605877d5e77eee83af906	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 04 Edge of Time.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 04 Edge of Time.wav	7594956	309f13e86aa20f8b76acc2a037ab13f4	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 05 Spirit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 05 Spirit.wav	7594956	7c0a9b48ed410b72051122c6e037a61f	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 06 Finally There.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 06 Finally There.wav	7594956	5003cd33d8fff696dd50f5144ac9f2d9	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 07 Bold Promise.wav	03_项目素材/LTT_V30All/DS 07 Bold Promise.wav	7594956	22bc0b51736dc55dbfa15c6938ee0424	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 08 Tough Hit A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 08 Tough Hit A.wav	7594956	09a53fa088015721435dac4a59c68c30	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 09 Tough Hit B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 09 Tough Hit B.wav	7594956	827f28fcae05b230ee2d96ac419f017e	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 10 Stadium Light A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 10 Stadium Light A.wav	7594956	98aa23451ffec633abca77f5917d9de0	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 11 Stadium Light B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 11 Stadium Light B.wav	7594956	f749441d1e59ec45126546efbc5caa15	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 12 Cliff Hanger.wav	03_项目素材/LTT_V30All/DS 12 Cliff Hanger.wav	7594956	982a93b3b330599e3b586fd463fbc87b	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 13 Deep Hit.wav	03_项目素材/LTT_V30All/DS 13 Deep Hit.wav	7594956	0494b8e608b0e8570274a3d7f4ada463	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 14 Power Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 14 Power Hit.wav	7594956	79b65eb2d247166f3db06a77323adae9	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 15 Basic Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 15 Basic Hit.wav	7594956	b98c8e33fffdeea0c1b3e6686d2d7dbf	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 16 Glass Shard.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 16 Glass Shard.wav	7594956	65956705b18c078826c4fcf2836ff174	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 17 Bowed Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 17 Bowed Hit.wav	7594956	57037845836e9b1f2bd6b02fc7ef3b45	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 18 Bright Swell.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 18 Bright Swell.wav	7594956	b5c1802f886ad2c2a82ce516d555d423	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 19 Mellow Swell.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Distortion/DS 19 Mellow Swell.wav	7594956	48ad7c0ce219c0e3e56bdab593b1a039	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Distortion/DS 20 Grand Swell.wav	03_项目素材/LTT_V30All/DS 20 Grand Swell.wav	7594956	d9e4468848d7f2760e541eacd57ecc48	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 01 Big Moment.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 01 Big Moment.wav	7594956	c5c4db41b48528e791c587313f7ba0e5	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 02 Event Horizon.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 02 Event Horizon.wav	7594956	34309ddb9a245f132dc52a6dbaa1aeff	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 03 Humble Beginning.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 03 Humble Beginning.wav	7594956	f7506504c8740e3a57d1e74261e02585	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 04 Edge of Time.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 04 Edge of Time.wav	7594956	668459324be43f927a86a9e02d0ef5cc	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 05 Spirit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 05 Spirit.wav	7594956	0af5facbe6b693e23cf1667664cd09c9	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 06 Finally There.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 06 Finally There.wav	7594956	bf03cc34c0f91cfb34d0f2c80d720f47	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 07 Bold Promise.wav	03_项目素材/LTT_V30All/SP 07 Bold Promise.wav	7594956	c328a72973932c46a467d525da96fffb	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 08 Tough Hit A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 08 Tough Hit A.wav	7594956	faaf6c41d9cfb0c55d404501bfcb9dbc	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 09 Tough Hit B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 09 Tough Hit B.wav	7594956	d64efaf33e5cf832a3f20f05eb6e0db4	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 10 Stadium Light A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 10 Stadium Light A.wav	7594956	4241fe8ab4fc20225b2718e73326488d	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 11 Stadium Light B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 11 Stadium Light B.wav	7594956	5e98b61baf990a7a50c45babffa333bf	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 12 Cliff Hanger.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 12 Cliff Hanger.wav	7594956	56d76ac7dba52b49bd2253989cfbb844	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 13 Deep Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 13 Deep Hit.wav	7594956	a5b134301abc08e491761da09285e463	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 14 Power Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 14 Power Hit.wav	7594956	cc4e65bf92b29eb879295ba923923fbc	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 15 Basic Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 15 Basic Hit.wav	7594956	708bfb57a201e9103ce63e7f4b9ec0b7	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 16 Glass Shard.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 16 Glass Shard.wav	7594956	616e52e27e5bdd966947503ccee04427	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 17 Bowed Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 17 Bowed Hit.wav	7594956	54ae9431a8c8f23e3cb814bc758ade61	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 18 Bright Swell.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 18 Bright Swell.wav	7594956	d9d1d95e28c2ab266ce9aaef31d6ff91	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 19 Mellow Swell.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 19 Mellow Swell.wav	7594956	a6e711e84c0dc47bc8b66561db9c3824	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Space/SP 20 Grand Swell.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Space/SP 20 Grand Swell.wav	7594956	071bcb28616e4e93f47015c325734574	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 01 Big Moment.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 01 Big Moment.wav	4625864	8881df30015249bc1bc282a9c9025a7a	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 02 Event Horizon.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 02 Event Horizon.wav	4111580	c2169e4bbb0f114b1ee4c16119a9403f	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 03 Humble Beginning.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 03 Humble Beginning.wav	7601864	f54256506c963cd14754e96154c87e35	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 04 Edge of Time.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 04 Edge of Time.wav	3354712	40d4b63adf713302104610dac6cd3211	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 05 Spirit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 05 Spirit.wav	7594952	cfd6fbfdaf36098a960c9d7649704192	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 06 Finally There.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 06 Finally There.wav	6035834	98876fde37ab64d935c440cde7bab29f	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 07 Bold Promise.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 07 Bold Promise.wav	2860820	3f197202c95b4ae3994dc1ea9351e914	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 08 Tough Hit A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 08 Tough Hit A.wav	2956688	d538217427fbee118f1a21b37492a7c4	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 09 Tough Hit B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 09 Tough Hit B.wav	2379382	f9651cd6ea79ce89bb613d14579dd458	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 10 Stadium Light A.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 10 Stadium Light A.wav	3019434	4669bf0c9cd1ae0f9736b1596f23bc37	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 11 Stadium Light B.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 11 Stadium Light B.wav	3200128	7780d488cd608933341396de8a6a604e	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 12 Cliff Hanger.wav	03_项目素材/LTT_V30All/TB 12 Cliff Hanger.wav	1786740	5a1ffeacc919f80cc15f63540573f219	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 13 Deep Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 13 Deep Hit.wav	2693096	10ebf23514bf75d41abbe05f80c202ed	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 14 Power Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 14 Power Hit.wav	2126400	c05c7495f984633ad7b6416a5eb168e6	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 15 Basic Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 15 Basic Hit.wav	2064632	a4621b56968788692c230af1bd768bc4	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 16 Glass Shard.wav	03_项目素材/LTT_V30All/TB 16 Glass Shard.wav	1934930	45d6c117f3a64c7e1da33ab4ef8f555f	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 17 Bowed Hit.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 17 Bowed Hit.wav	5136372	a91e08cfe195c29f0ed5687178609f64	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 18 Bright Swell.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 18 Bright Swell.wav	7716130	f14b97c7a9b2c5bd0a08c5227a81c8bd	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 19 Mellow Swell.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 19 Mellow Swell.wav	5542002	e2b07ad74fc96fd6d01072855de204a5	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits - Tube/TB 20 Grand Swell.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits - Tube/TB 20 Grand Swell.wav	5196122	5e8de3d6d1a760f924b4431288c85ace	dup_main
音乐&音效库/大气深沉1【音效：大气转场撞击重低音气氛无损音效素材包】/Anticipation_SFX/Anticipation SFX - WAV/02 - Hits/Hits/01 Big Moment.wav	02_中文音效合集/气氛音乐音效/Anticipation SFX/02 - Hits/Hits/01 Big Moment.wav	4628436	9874f42478943a533c99c18c855ade11	dup_main
